song_name,artist_name,genres
'Til Dawn,"Edzel Balaba, Kim Lois Libiran",Other
'Til Four in the Morn',Sarah Ristaino,Country & Folk
'Til It Ain't,Shawn Hess,Other
'Til It Does,"Randy Rogers, Wade Bowen",Country & Folk;Other
'Til The End,Dupont Brass,Other
'Til The Well Runs Dry,Wynona Carr,Blues
'Til it Hurts,no right,Punk & Hardcore
'Till the End of Time,Verscythe,Metal
'Tis Autumn,Barbara Carroll,Other
'Tis Autumn,Red Garland Trio,Jazz;Other
'Tis So Sweet to Trust in Jesus,Eric Wyse,Other
'Transformers' Soundtrack,Pat Bringer,Country & Folk
'U 'mpignusu,Fabrizio Giuffrida,Other
'U Cannolu,Brigantony,Other
'U jattu di me nanna,Gaetano Naselli,Other
'U ponti 'ncapu 'o strittu,Angelo Battiato,Other
'Ultimo Chá ',"Paulo Bastos AP, Skipp",Other
'Ulupalakua,"Hui Ohana, Ledward Kaapana, Nedward Ka'apana, Dennis Pavao",Other
'Utoly bolesny',"Moscow Choral, Hieromonk Amvrosiy",Other
'Vo Voor De Mannen,Concordia Crescamus,Other
'Wag Kang Baboy,Tribal Fish,Rock
'Way 'Cross Georgia,Howard Johnson & Gravity,Jazz
'Yaamoid' - יעמוד,"Leiby Moskowitz, Shea Berko",Pop
'a canzuncella,Daniela Fiorentino,Other
'abasa,Syam Elmarusy,Other
'al Safi 'h,Issa Boulos,Pop
'cause I Can,Bitch School,Punk & Hardcore
'efu snatanhi,DJ Mar.S. Aka One Milk,Electronic
'k Heb Je Lief,Paul de Leeuw,Other;Pop
'k Voel me goed,Johan Verminnen,Other
'n Keurspel Van Drinkliedjies:- Klink 'n Glas Met Alabama / Laat Ons Saamsing / Witsblits,Alabama Studentegeselskap,Country & Folk
'n Liedjie Van Die See,Anna Kruger,Country & Folk
'n Ster Vir My,Hannes van Tonder,Country & Folk
'o sciore e 'o viento,Foja,Hip-Hop & Rap
'o sole mio,Mandolini Napoletani,Other
'plaus - Estratto,John Oswald,Other
's Bachstelzerl,Stoaberg Musi,Other
's Bankerl am Bach (Walzer),ORIG. TIROLER ECHO,Other
's Fritzele,Die Allgäuer Musikanten,Other
's Hennavolk,Jodlerduo,Other
's Lem in de Berg,Rebel Musig,Hip-Hop & Rap
's Nachts Na Tweeën,De Havenzangers,Other;Pop
's Rehragout,Biermösl Blosn,Other
's kost ja nix,Virginia Blos,Other
's schturme Bienli,Handorgel-Duo Schmutz-Engler,Other
't Giet Zoas 't Giet,Skik,Other
't Is Carnaval,CV De Jassen,Other
't Is Feest Maar Het Regent,"Bettina Holwerda, Hein Gerrits, Jurriaan Bles, Martin Stritzko, William Spaaij, Yves Adang",Other
't Maakt me Toch Niks Uit '08,"De Bok, Jaap de Bok, Devilish Mary",Other
't Regewurremleed,John Coenen,Other
't Rode Licht,Danny Canters,Other
't Smidje,Laïs,Country & Folk;Other;Rock
't Smidje - Buren Van De Brandweer Remix,"Laïs, Buren Van De Brandweer",Country & Folk;Other
't Vastelaoveskroege-ritme,'t Graote Koeër,Other
't Vliegerke,Walter De Buck,Pop
't Volledammer Volkslied,De Dekkerband,Other
't Zulfde laid,Roelof van der Velde,Other
'til I Die,Alchemy,Metal
'til We Get There,Dead Prez Presents M1,Hip-Hop & Rap
'tis So Sweet To Trust In Jesus,Page CXVI,Other
( titik temu ),DEABDIL,Pop
(&clore),F. T. G,Classical;Electronic;Other;Rock
(&ffacer),F. T. G,Electronic;Other;Rock
(&ffleurer),F. T. G,Electronic;Other;Rock
('Til The Weekend) Comes Round Again,Be Quiet. Shout Loud!,Other
(- -- -),Death. Void. Terror.,Metal
(-- --),Death. Void. Terror.,Metal
(-=-),MDMD,Electronic
(-_-),Adebisi Shank,Rock
(...),"Patrick N. Frank, See Siang Wong",Classical
(...En attendant personne...) for Orchestra,"Daan Janssens, Martijn Dendievel, Kris Hellemans, Symfonieorkest Vlaanderen",Classical
(167),Krisp,Pop
(168)日のサマー,the quiet room,Rock
(2) 17 octobre 2009 - live,Gabriel Ruis,Electronic
(2) Allegro,David Hall,Other
(312),Radio Flyer,Punk & Hardcore
(3ball) Tribal 5280,De3jay Gtp,Other
(5:32),"The Body Lovers, The Body Haters",Rock
(773) 509-8000,Binary,Punk & Hardcore
(A Bit of a) Birthday,Heavy Lungs,Other;Punk & Hardcore;Rock
(A Casa da) Mariquinhas,Gisela João,Other
(A),CELESTE,Metal;Other;Punk & Hardcore
(A)Maze,Planisphere,Rock
(A)Norma(L),Prozak Soup,Other
(All I Have to Do Is) Dream,The Nylons,Other
"(An Empty Bottle, A Broken Heart) You're Still On My Mind",Jeff Chance,Country & Folk
(Ana baheb) My Schoko-Kaffee,"Jennah, Tom, Tony Marshall",Other
(Are We) Just Friends,Cholo Dela Cruz,R&B & Soul
(BALLAD OF) THE HIP DEATH GODDESS,Ultimate Spinach,Other
(Baby Baby) I Love You,The Yalla Yallas,Punk & Hardcore
(Baby I'm) Electric,Rik and the Pigs,Other
(Baby) Let's Do The Twist,The Deadvikings,Rock
(Batucada Samba) Steppin',Justin Robert,Other;World & International
(Blank),Cootees,Punk & Hardcore
(Blessed Be) The Name Of The Lord,African Children's Choir,Other
(Bonus Track) Krispy Boat (feat. Lil Yachty),"KrispyLife Kidd, Lil Yachty",Hip-Hop & Rap
(Bonus Track) WHAT CAN I SAY (Feat. SINCE)(Prod. Santa Paine),"안경잽이, SINCE",Hip-Hop & Rap
(Bonus Trax)Just Ain't Working Out,Precyyse,Other
(Bonus) ALM All stars 2013,ALM,Hip-Hop & Rap;Other;R&B & Soul
(Bonus) Air Canada,RiFF Raff & DOLLABiLLGATES,Hip-Hop & Rap
(Bonus) Bawane,ALM,Other;World & International
(Born To) Follow,Deadneck,Rock
(Bossa Nova) A Vida Está,Justin Robert,Jazz;Latin;Other
(Brand New) Plague,Phecda,Metal
(C.I.A) Chasing Interstellar Anunnaki (feat. Beast 1333,Apakalypse,Hip-Hop & Rap;Other
(Can't Fight) the Universe,Glo Worm,Other
(Can't Keep Calling) Misty,Frankie Animal,Other
(Can't Live Without Your) Love And Affection - Remastered 2017,Nelson,Metal
(Come All Ye) Fair And Tender Ladies,"Autoharp Workshop, Mike Seeger",Other
(Dancin’) On A Saturday Night,Barry Blue,Pop;Rock
(Darla Nye) Never Love Someone,The Lawsuits,Country & Folk
(Des) Congelando - Original Mix,corazón,Other
(Des)Compañía,Nico Demente,Other
(Des)Conversa,"Francisco Sequeira, Rita Sanches",Pop
(Die Die Die) Like a Rat,The Gobs,Punk & Hardcore
(Digging The) Midnight Silver,JefvTaon,Country & Folk
(Disgyn) Amdana Ti,Sibrydion,Other;Rock
(Dizzy) Eagle,The Besnard Lakes,Other;Rock
(Do I Figure) In Your Life,Creepy John Thomas,Rock
(Do The) Bored Recluse,Dusk,Other
(Do You Love) My Shoes ?,Music Is Not Fun,Rock
(Doesn't Anybody Pray In) This Town,Rob Frazier,Rock
(Don't Be Coming With No) Weak Sauce,"Stanton Moore, Will Bernard, Robert Walter",Other
(Don't Fear) The Reaper,Blue Öyster Cult,Rock
(Don't Fear) The Reaper,Sever Your Ties,Metal
(Don't Fear) the Reaper,Keep Shelly In Athens,Other;Pop
(Don't Give Me That) Broccoli,The Phenomenauts,Other
(Don't Tell Me) How I Feel (feat. Dan Hill),"Beverley Mahood, Dan Hill",Country & Folk
(Don't You Mess Around With) My Little Sister,Katie McCroskey,Other
(Don't You See) I'm Crazy About You,The Brief Encounter,R&B & Soul
(Don't) Stop,Arik Peace,Hip-Hop & Rap
(E)met,Reasons Behind,Other
(East | West),"Prometheus Brown, Leua",Hip-Hop & Rap
(Edit) Piaf II I Can See Now,Sikter,Other
"(Eh, Oh) She's a Punk Rocker",The Danzas,Rock
(El Resplandor),De Reyes,Other
(Everybody) Get Up,Dr Hotlegs©,Other
(Everything I Do) I Do It for You (Instrumental Version),United Guitar Players,Other
(Explicit version) منافقين,"DJ Totti, Shehab",Hip-Hop & Rap
(F)Inally (U)Nderstanding (N)Othing,Emmure,Hip-Hop & Rap;Metal;Other
(Fast Times At) Space Mountain,Last Import,Punk & Hardcore
(Feels Like) Heaven,Fiction Factory,Other
(Freestyle) Sessions 6,Young Lunya,Hip-Hop & Rap
(GRINDWHXRE) Malicious Phlegm Pulsating Through Your Clogged Arteries And Veins,ANAL FLUD,Other
(Ghost) Riders In The Sky,"John Goodman, Dan Aykroyd, The Blues Brothers",Other
(Ghost) Riders in the Sky,Squeek Steele,Other
(Ghost) Riders in the Sky [Instrumental],Wylie & The Wild West,Other
(Glad I'm Not) a Kennedy,Shona Laing,Pop
(Godt Vi har) Bamselægen,"Bamselægen, Ramasjang",Other
(Grinding),7Figure Montana,Hip-Hop & Rap
(Happy Birthday) Mr.Twenty-One,The Orlons,Other
(He'll Never Be An) Ol' Man River,TISM,Rock
(He's Got) Nobby Style,Crazy Quilt Bouquet,Other;Pop
(Help),The Tape-beatles,Other
(Hidden Song),Devours,Other
(Hidden Song),Hipospadia,Metal;Other;Rock
(High Ranking) Government Official,F Word,Punk & Hardcore
(Hold On) To The Dream,Sebastian Bach,Metal
(How Little It Matters) How Little We Know,Chris Connor,Jazz;Other
(Humans) Being Human [Beings],No One and the Somebodies,Punk & Hardcore
(I Admit It) I'm a Gardener,Lush Purr,Rock
(I Ain't No) Mule,Matt Robert,Other
(I Always End Up) Fighting With the Pencil,Summerbruise,Punk & Hardcore
(I Can't Explain) Gonna Tell Your Man,The Pebbles,Rock
(I Can't Help) Falling In Love With You - Can't Help Falling In Love,Bely Basarte,Rock
(I Can't Stand) Losing You - 2004 Remaster,Fate,Rock
(I Don’t Mean To) Wonder,Black Hearted Brother,Rock
(I Fall) Head First,The Tapes,Other
(I Got A) Hole in My Pocket,"Rudy La Crioux & The All-Stars, Rudy La Crioux, The Allstars",Rock
"(I Got Spurs That) Jingle, Jangle, Jingle",Kay Kyser,Other
(I Got) so Much Trouble in My Mind,Sir Joe Quarterman & Free Soul,Other
(I Just Died) Like an Aviator,Matthew Ryan,Other
(I Just Wanna) Feel Your Love Again,Dr. Pants,Other
(I Just) Died In Your Arms,Cutting Crew,Other;Pop
(I Just) Died In Your Arms (Original Radio Edit),Komodo,Other
(I Just) Died In Your Arms Tonight,4Backwoods,Rock
(I Just) Died in Your Arms,"Newclaess, KENO",Other
(I Just) Died in Your Arms Tonight - as made famous by Cutting Crew,Goa Foundation,Electronic
(I Know) A Girl Called Jonny,Rowland S. Howard,Other;Punk & Hardcore;Rock
(I Need Ya) L.O.V.E,Fhernando,Electronic;Other
(I See) The Lies in Your Eyes,The Machines,Other;Rock
(I Should Be a) Communist,This Many Boyfriends,Pop
(I Still) Friendly Yours,Das Kinø,Other
(I Think I) Hit My Limit,"Ayla Brook, The Sound Men",Electronic
(I Think That You Look) Better In Yellow,Ferris & Sylvester,Country & Folk
(I Used to Dream In) Black and White,Green Seagull,Pop
(I Wanna Be) Your Lovin' Man,Howlin' Lou and His Whip Lovers,Rock
(I Wanna Give You) Devotion - Original Radio Version,Nomad,Electronic
(I Wanna) Pierce My Brain,Rubber City Rebels,Punk & Hardcore
(I Want To) Kiss You All Over,Dirt Merchants,Rock
(I'll Be Glad When You're Dead) You Rascal You,Jack Teagarden And His Orchestra,Other
(I'll Be Yo') Huckleberry (feat. E-40),"D-Shot, E-40",Other
(I'll Bring You) GRIEF,Fun With Explosives,Punk & Hardcore
(I'll Hold You) Closer Than Love,Barbara Perry,R&B & Soul
(I'll Never Be) Maria Magdalena - Single Verison,Sandra,Other;Pop
(I'll Remember) in the Still of the Night,"The Belmonts, Dion",Other;Rock
(I'm Into) Necrophilia,Amazing Space Frogs,Rock
(I'm Running Around In) Circles,The Circles,Other
(I'm in Love with) The Crawling Chaos,Drugs Dragons,Punk & Hardcore
(I'm) Against the Wind,Ancient Shapes,Other
(I'm) Looking for a Heart,Terry & Louie,Punk & Hardcore
(I'm) Psychotic,Berlin Brats,Rock
(I'm) on Your Side - Factory Team Edit,T.H. Express,Other
(I've Got) Beginner's Luck,Roy Fox Orchestra,Other
(IGELIT),"Eurodel, Issa Me Mario",Hip-Hop & Rap
(III),Nahtrunar,Metal
(IL Est 5 Heures) Paris S'éveille,An Pierlé,Pop;Rock
(IV),Nahtrunar,Metal
(If It Weren't For Country Music) I'd Go Crazy - Original Step One Recordings,Clinton Gregory,Country & Folk
(If Loving You Is Wrong) I Don't Want To Be Right,"Knucklebone Oscar, Tuure Kilpeläinen",Blues
(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,R&B & Soul
(If You Don't) Love The Lord,The Beaumonts,Other
(In And Out Of Love) All Of The Time,Devilfire,Other
"(In Bobo's Restaurant) Canzone Per Loretta / Addio, Mulberry Street","Dick Hyman, Jack Zaza",Other
(In the Realm of the) Thorax Embalmer,General Surgery,Other
(In)Sane,Deadman Dance,Other
(Inhaling Fumes),Nymb,Punk & Hardcore;Rock
(Inte) hem,Skator,Other
(Intro - ttyl) / Sunday's Dying Light / (Interlude: Sense of Time),Diatom Deli,Other
(Is Anybody Going To) San Antone - Single Version,Doug Sahm,Country & Folk
(Is This The Way To) Amarillo,Tony Christie,Pop
(It Goes Like) Nanana,"Lieless, Tatli",Other
(It's A) Modern World,RAF Mod Band,Other
(It's Good To Be) A Jew At Christmas,What I Like About Jew,Rock
(It's) My Life - BCR Extended Mix,"Roby, BCR",Other
(It)Tickles,Amfj,Other
(I’m Gonna Get Over This) Some Day,Logan Ledger,Country & Folk
(Japan's) March to Recovery,"Electric Asturias, Miho Gallagher",Other
(Jaw Tension) No Thought Left Alive,Joe Colley,Other
(Just A) Gigolo,Big Daddy & Rockin' Combo,Rock
(Just A) Little Bit More,22-Pistepirkko,Other
(Kissed You) Good Night,Gloriana,Country & Folk
(Kvepia Pušynai) Pavasaris Gimtinėje,"Rebelheart, Stasys Povilaitis",Rock
(L)Anti,Bandodior,Hip-Hop & Rap
(L)earn,Turfboy,Other
(L)over,POPO J,Hip-Hop & Rap
(LOVE IS LIKE A )HEAT WAVE,Luv-Enders,Rock
(La La) Last Time,The Celebrity Pilots,Other
(Let Hurt Put You In The) Loser's Seat,Joni Wilson,R&B & Soul
(Let's Go) Smoke Some Pot,Dash Rip Rock,Punk & Hardcore;Rock
(Let's Pretend We Don't Have) Feelings,Gaymous,Other
(Let's) Play House,The Maharajas,Rock
(Lets Have A) Party,Monster Mash Halloween,Other
(Lil Macks & Loski) No time,hamzabrazy,Hip-Hop & Rap
(Listen To The) Moanin' Prayer,Andrea Vereen And The St. Marks Choir,R&B & Soul
(Look What You) Left Behind,A Simple Complex,Other
(Love Is) Alive in My Heart,"Andy Lewis, Keni Burke",Other
(Love Is) the Answer,Franck Carducci,Other
(Love Moves In) Mysterious Ways,Julia Fordham,Pop
(Love is like a) Heatwave,The Floe,Other
(Love's Just A) Fools Game - Demo,Eons Away,Other
(Lovely Jesus) Here I Am,Honeytree,Other
(M)Ona,Rida Radar,Reggae & Ska
(MIT I) Saure Gurke (Aus I Urwald Gelockt),Aksak Maboul,Other
(Makony & Victor Reynoso) [Se Pone En Para],"Los Tacaños, Leo RD",Other
(Momentos) Antes de Dormir,Mahmed,Rock
(Music Is) My Occupation - Ring of Fire,"Don Drummond, Tommy McCook, The Skatalites",Reggae & Ska;Rock
(My Old Used To Be) Mon Vieux D'Autrefois,Falcon Trio,Other
(My) Baby Lungs,Brooke Bentham,Other
(N)ATASHAMENT,NATASHA CRI,Other
(N)ooit,"Massief, Simon Sunrise",Hip-Hop & Rap
(Ne)spalvoti Sodai,Keturios Ryto,Hip-Hop & Rap
(Never Stop Building) That Old Space Rocket,Danny & The Champions Of The World,Country & Folk
(No One Knows Me) Like the Piano,Sampha,R&B & Soul
(Not our) Ride Home,Carl Durant,Other
(Not) A Love Song,Hence,Rock
(Nothing Serious) Just Buggin',Whistle,Hip-Hop & Rap
(Now & Then There's) A Fool Such As I,Trevor Dawe,Country & Folk
(Não Será) Mais Uma Crise - Acústico,Danyllo Camilo,Other
(Não Tenha!) Político de Estimação,Carcanhá,Other
(Não) Nasci para Amar,Julio Olivieri,Other
(O)Shompurno,Icons,Rock
(Oh Lord Won't You Buy Me A) Mercedes Benz,Goose Creek Symphony,Other
(Oh Mom) Teach Me How to Uncle Willy,Les Sexareenos,Rock
(Oh No) I Took Too Much,God Given Ass,Punk & Hardcore
(On Beauty),Coltrane Motion,Pop
(Ooh Baby) When I Can See Past The Shadows,Ride Til Dawn,Reggae & Ska
(Ouch) Mighty Love,Zeke And The Popo,Other;Rock
(Ours),New Standards Men,Other
(Party With) Los Aarones,The Oowees,Pop
(Petrified in the) Hypogean Gaol,Cryptic Shift,Metal
(Pop) The Bubble Boy,Swims,Pop
(Pour Me) One More Drink,Carolina Slim,Electronic
(Propóstata),Textículos de Mary & A Banda D'as Cachorra,Rock
(Pun pariu că știți cum e) Cînd n-ai femeie,Mes Quins,Other
(Put The Lime In The) Coconut,Toxic Audio,Other
(R)evolution,SHAWAN RISING,Hip-Hop & Rap;Other
(Rad Imel Bi) Jabuko,Katalena,Other;Rock
(Re) La Parábola del Carruaje,STRO,Rock
(Remix) Best of the Best,-Poul'H-,Other
(Revolution) Revelation,Black Tree Suns,Other
(Root)less,Saint Mela,Pop
(S)Think for Yourself,The Toilet,Other
(S.T.S.) Spine to Skull,Tone S.T.S.,Metal
(Segi) Belauniko,Kudai,Metal;Other;Rock
(She Came From) Planet Stripper,The Swiv-O-Matics,Other
(She's Got The) Blues For Sale,Billy Eckstine,Jazz;Other
(She's My) Vampire Girl,Groovie Ghoulies,Pop
(She's With) Another Man Tonight,Dave Herrero,Rock
(She's) Just a Phase,Puma Blue,Pop
(She's) Too Fat Polka,Walter Ostanek & His Band,Other
(Shhh!) I Believe in Tribal,Dio Zambrano,Electronic
(Sic),Wraith,Metal
(Sic) Mundus,Hunter Kraken,Metal
(Sittin' On) The Dock of the Bay,"T. Graham Brown, Randy Houser",Pop
(Sittin' On) the Dock of the Bay,Otis Redding,Jazz;R&B & Soul
(Small Worlds Unifying),Illuminati,Metal
(So I'll Sit Here) Waiting,The Like,Other
(Somebody) Help Me Out - Edit,Beggar & Co.,Other
(Sommartider),The Source,Jazz
(Sonder),A.M. Overcast,Pop
(Song To) The Machine That Built The Sun,Artificial Latvamaki,Electronic
(Sonrisa),De La Gran Piñata,Rock
(Spring) This Was Your Place,Sunlight Ascending,Rock
(Still) Life Keeps Moving,Nexus 21,Electronic
"(Stu, I Guess) I'm a Coward",Travels & Trunks,Other
(Suckere) Vielleicht alles was uebrig bleibt,Eintagsfliege82,Other
(T)issues,Diseases of the South,Electronic;Other
(Tafsh Vol.2) [3Eni M3'Mda],R3,Hip-Hop & Rap
(That Would Do) Some Good,Annie & Rod Capps,Country & Folk
(The Freeze) If You Don't Want Me To,Warren Storm,Pop
(The Gang That Sang) Heart of My Heart,Les Elgart & His Orchestra,Other
(The Legend Of) Miss Baltimore Crabs,"Michelle Pfeiffer, Motion Picture Cast of Hairspray",Other
(The Man Who Shot) Liberty Valance,Gene Pitney,Pop
(The Original) Neutron Bomb,The Controllers,Punk & Hardcore
(The) Baltimore (feat. Bix Beiderbecke & Eddie Lang),"Frankie Trumbauer And His Orchestra, Bix Beiderbecke, Eddie Lang",Jazz;Other
(Theme From) Cockroaches,Omala,Other
(Theme From) Red Dead Redemption,"Bill Elm, Woody Jackson",Other
(There's Gotta Be) More To Life,Stacie Orrico,Pop
(There's) Always Something There to Remind Me,Voodoo Court,Other
(There's) Bluebird On Your Windowsill,"Audrey Williams, Hank Williams",Country & Folk
(There's) No Gettin' Over Me,Ronnie Milsap,Country & Folk;Pop;Rock
(They Call Me) Cupid - Single Version,Mickey Woods,Other
(They Found Me On The Back Of) The Galaxy,The Intelligence,Punk & Hardcore;Rock
(They Long To Be) Close To You,Carpenters,Other
(They Long To Be) Close To You,Valerie Joyce,Other
(They Long to Be) Close to You (Ao Vivo),Cídia e Dan,Pop
(They Won't Let Me Grow) My Favourite Tree,Stellar Art Wars,Country & Folk;Pop
(This Is) The Dream Of Evan And Chan - Remastered,Dntel,Electronic
(To Be) Young Gifted and Black,Bob & Marcia,Reggae & Ska;Rock
(Tongareva) Taku Ipukarea,Naharakura Boys,Pop
(Tra parentesi),RoeAudionews,Other
(Tuff) Mama,Nancy,Punk & Hardcore
(Ultimate Chalenge),Ancient King,Reggae & Ska
(Umbrella Song) What Would You Do If I Shared My Umbrella with You,Mayor McCA,Other
(Un Poquito) Solito,WEXIN,Electronic
(Untitled),Elektro Nova / Electro Nova,Other
(Vai Chuva) Primavera - Azul da Cor do Mar - Gostava Tanto de Você,Renato Vargas,Other
(Vo) C,Video Hits,Rock
(Wake Like A) Dream,The Beasts of Eden,Rock
(Watch Out For) The Shadow People (in the corner of your eye),The Paranormal Song Warrior,Rock
(We Ain't Got) Nothin' Yet,The Blues Magoos,Punk & Hardcore;Rock
(We All Want A ...) Sexy Summer,JCRZ,Electronic;Other
(We Declare) War,Purgatory,Metal
(We Gotta) Bust Out Of The Ghetto Pts 1 & 2 (-),Moody Scott,Other
(We Had) A Thing - Matty's Deep Zone Mix,Abstract Truth,Other
(We Had) A Thing - Original Mix,Abstract Truth,Rock
(We Will) Rise Again,Point Blank NYHC,Other
(We're All Made of) Star Stuff,The Soundscapes,Other
(We're Gonna Hang Out) The Washing on the Siegfried Line,The Two Leslies,Other
(We're Gonna) Rock Around The Clock,Bill Haley & His Comets,Rock
(Welcome) Television,The Beatnigs,Hip-Hop & Rap
(What A) Wonderful World - Mono,Sam Cooke,Jazz;R&B & Soul
(What If We) Arm The Homeless,Fleshies,Rock
"(What's So Funny 'Bout) Peace, Love, and Understanding",Movies About Animals,Other
(What's Under) The Natural Do,John Kasandra,R&B & Soul
(What's left?) At the End of the Day,Baskyl,Electronic;Other
(What's so Funny 'Bout) Peace Love and Understanding,Brinsley Schwarz,Pop;Rock
(Where Do I Begin) Love Story - 1994 Remaster,Shirley Bassey,Other
(Who?) Keeps Changing Your Mind? (Daniel Bovie & Roy Rox Remix),"South Street Player, Daniel Bovie, Roy Rox",Rock
(Wij) Gaan Naor De Tap Toe,Net Nie Zat,Other
(Wish I Had A) Heart of Stone,Baillie & The Boys,Country & Folk;Pop
(Won't You) Be My Yeti Already,Captain Catfeesh,Other;Punk & Hardcore
(Wreck of) the Julie Plante,Mustard's Retreat,Country & Folk
(X-Ray) Follow Me (feat. The Grim Reaper),"Space Frog, Grim Reaper",Electronic
(Yha Evjhnt jc Vefrenwlcbo) Etho,Zeffon,Classical;Electronic;Other
(You & I Are The) Summertime,Permanent Green Light,Other;Pop
(You Can't Hurry God) He's Right On Time,"Dorothy Love Coates, The Original Gospel Harmonettes",Other
(You Gotta) Work It Out,Fhernando,Electronic;Other
(You Know) You Can Do It,Central Line,Other
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,Jazz
(You're A) Strange Animal,Gowan,Rock
(You're Like A) Bad Song,Trophy Wives,Punk & Hardcore
(You're) Having My Baby,Génération Glee,Other
(You've Got) That Something,Logg,Other
(You) On My Arm,Leith Ross,Pop
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,R&B & Soul;Rock
(Your way is not) My way,BloodMoon Witchery,Metal
(Zabiłeś tę miłość) Nie ma nas,Patty,Pop
"(a) Marrayna bikum, Hamid (b) Faug al-malama",Saadoun Al-Bayati,Other
(another) hotel party,Matty Reynolds,Other
(ascension),Cinchel,Other
